Metabolite,VIP,Coefficient
M118,3.1034829764434897,-0.004655649372606829
M612,3.0617885861566054,0.004593102078662009
M527,2.5850113159836416,-0.003877870896276829
M505,2.582103510729562,-0.0038735087902786393
M529,2.4930495014315186,-0.0037399155836577076
M504,2.491334213830344,-0.0037373424174103466
M532,2.439766563023037,-0.0036599838809047015
M142,2.3545021180069905,-0.003532075539548329
M179,2.3212556680436376,0.0034822013127237734
M183,2.312541285119998,-0.003469128545223824
M646,2.3035759971929277,0.0034556793858665077
M141,2.2726878716279524,-0.003409342968525377
M143,2.2362197659165393,-0.003354635816991372
M635,2.233331361934437,0.003350302815557442
M207,2.227047866231501,-0.003340876711709217
M285,2.189279791919866,0.0032842194292919532
M585,2.1805628420875878,0.0032711428110776017
M259,2.1773290930911946,0.003266291744839928
M146,2.1743128039332413,-0.0032617668981330446
M639,2.1658290510159524,0.0032490401072189238
M440,2.1585447683073404,-0.003238112685841185
M647,2.138040044400471,0.0032073527926124827
M649,2.1262088995766573,0.0031896044555362697
M177,2.1257645243285253,-0.003188937831823212
M588,2.090430629287297,0.003135932151582954
M586,2.085785248352879,0.003128963444167124
M422,2.053647626301738,-0.0030807526110241193
M614,2.0462808384458433,0.003069701420629409
M613,2.031229535284714,0.003047122405164878
M633,2.024053872586547,0.0030363579286743227
M584,2.001071211616919,0.0030018807905890683
M587,2.0000837586446,0.0030003994759351944
M208,1.9801027259136745,-0.0029704251911706683
M567,1.9414833974616654,0.002912490910994872
M188,1.9402879176967731,-0.002910697527670515
M503,1.9064822273943913,-0.002859984363770002
M557,1.8901265464608368,0.0028354486030602324
M319,1.8735204540045847,0.0028105371907817625
M187,1.8696291255439978,-0.0028046996653164533
M644,1.8663655705421363,0.002799803885989737
M338,1.8493581255944451,0.002774290390023634
M611,1.8408926320931025,0.0027615909907333894
M237,1.8258844573459225,-0.0027390766737946347
M645,1.8174079992207774,0.0027263608260674832
M280,1.8029343896157142,0.0027046484300309527
M137,1.7851394654784765,-0.002677953607464194
M239,1.7535742221380566,-0.002630601420753503
M657,1.752138786605789,0.0026284480709249563
M474,1.7517220602816819,0.0026278229243834393
M178,1.7506892789711361,-0.0026262736110161744
M147,1.7166513813852629,-0.0025752121043981736
M569,1.7050615989034272,0.002557825843880629
M350,1.7030094702954508,0.0025547473700050674
M491,1.7000260612395903,-0.002550271847953046
M451,1.6979124912109032,0.0025471012035342723
M373,1.69412218453457,-0.002541415224576567
M528,1.6899649705284872,-0.002535178834389759
M634,1.6819450560673952,0.0025231478646655656
M441,1.6789936987386023,-0.0025187204245924522
M132,1.6697719259237633,-0.0025048865027873035
M624,1.6634369344570807,-0.002495383148243007
M438,1.6524642547750161,-0.0024789226264146703
M158,1.64834767710905,-0.002472747196301693
M431,1.6473179047463224,-0.002471202396768121
M513,1.6399639104705361,-0.0024601703984951824
M616,1.6399301747577908,0.002460119790307198
M643,1.6312631495548278,0.002447118065872162
M161,1.6302822245948676,-0.0024456465441305975
M310,1.621669693502642,-0.0024327265683226334
M320,1.6168096985674805,0.002425435910522189
M502,1.6118705894506027,-0.002418026570617387
M544,1.5995573263543337,-0.002399554990124113
M159,1.5773014214549133,-0.0023661680856467025
M623,1.5745448707325547,0.0023620328821548475
M189,1.5724180554937537,-0.0023588423681074593
M151,1.570157327467164,-0.002355450966543951
M321,1.5696058444351528,0.0023546236664906
M547,1.5678012342480871,-0.0023519165041349546
M548,1.5636222638722788,-0.0023456474764148257
M546,1.5623803251624797,-0.002343784398312261
M543,1.561807165686065,-0.002342924580624513
M642,1.5558528002393641,0.0023339922172229354
M265,1.5498403730610906,-0.0023249727532745775
M222,1.5475563947666744,0.0023215464731260603
M636,1.545955893112801,0.0023191455015153678
M648,1.543899303002219,0.0023160603347750584
M238,1.5208582646404958,-0.0022814956226090205
M52,1.5196809775241664,-0.0022797295307483206
M315,1.5122006817284173,0.0022685080629030853
M157,1.511048743802302,-0.0022667799982983463
M209,1.5093640408921576,-0.00226425271327498
M127,1.5058188412128686,-0.0022589344283712345
M490,1.5001833115788223,-0.002250480362341486
M535,1.4998567679083619,-0.0022499905021276397
M568,1.497125161512481,0.002245892718540709
M570,1.4949487924190938,0.0022426278669268624
M519,1.4761764427717683,-0.002214466772272466
M190,1.470531307006416,-0.0022059982957305527
M364,1.4529240316902974,-0.0021795849720870823
M609,1.4497317117529576,0.002174796055110173
M252,1.4433881429391378,0.002165279833370819
M180,1.4404346005594935,0.002160849115422266
M144,1.4362990022319604,-0.0021546451517127562
M466,1.4315034644010651,0.0021474511883937428
M421,1.4292028731628426,-0.0021439999865549846
M232,1.429141926038508,-0.0021439085575240147
M119,1.4285108407336382,-0.0021429618431627693
M565,1.4265933564000688,-0.0021400853541334026
M556,1.4252794310232484,0.002138114286174378
M241,1.4235083864339486,-0.0021354574768109556
M637,1.422605339264497,0.0021341027824176564
M152,1.41800243282235,-0.002127197792555554
M435,1.417447638824689,-0.0021263655256004133
M145,1.413106570786094,-0.002119853329192784
M559,1.4082298782355414,0.0021125376226831284
M318,1.399389596914152,0.0020992759903493956
M640,1.3977193343830183,0.002096770367871623
M589,1.3936313107065925,0.002090637772652376
M235,1.3858939768736447,-0.00207903071255943
M558,1.3855776783466662,0.0020785562214635017
M393,1.3806068171464294,0.0020710992490863833
M550,1.379711532445242,-0.002069756199458263
M638,1.3741321078548538,0.002061386298675526
M138,1.373222478844021,-0.002060021730619013
M698,1.3654282843380965,0.002048329371731622
M299,1.363697726360553,0.0020457332978289894
M67,1.353353155080873,-0.002030215024600592
M136,1.349185357329934,-0.0020239627573474467
M452,1.3407248427629888,0.0020112708271404806
M545,1.3376684728545796,-0.0020066858538203285
M518,1.325344217713748,-0.0019881977837552527
M150,1.322498231280197,-0.0019839284144516716
M515,1.321210957509098,-0.001981997327550188
M329,1.3156775122563042,0.0019736964020690222
M242,1.314676246519034,-0.001972194366376571
M328,1.3126953196460343,0.0019692227048519334
M83,1.3111290242352747,-0.0019668730472891982
M369,1.3077452570200372,-0.0019617969331837755
M314,1.297704731141549,0.0019467347696850098
M560,1.2974655739573413,0.001946376001164911
M286,1.2961691866214942,0.0019444312426685371
M115,1.2935107558601067,-0.0019404432325520592
M566,1.291913501812087,0.001938047132794786
M397,1.2829901664764047,0.001924660908068418
M549,1.282562431793862,-0.0019240192474820578
M263,1.27772276040354,-0.0019167590777814352
M602,1.2743744247685391,0.0019117361158974189
M522,1.2727979625723338,-0.001909371206764548
M38,1.2687907760215626,-0.0019033598783014549
M12,1.2668151394333005,-0.001900396152928236
M117,1.2626398806111607,-0.0018941326930467697
M368,1.2605607209959238,-0.0018910136689594137
M539,1.2604118607372319,0.001890790358190434
M312,1.2538365504317217,0.0018809264924850625
M618,1.2491019327376343,0.0018738239177120341
M66,1.2488894140427855,-0.0018735051105731354
M114,1.2456697722364842,-0.0018686752070520595
M464,1.2442238341320158,0.0018665061019272715
M481,1.2398771249801113,-0.001859985443077336
M139,1.2343923271888741,-0.0018517574954489877
M192,1.221133210655074,-0.001831867005299546
M327,1.2206644463474232,0.0018311637946580256
M181,1.2203236648387357,0.0018306525757374893
M583,1.2153457514469708,0.0018231850241075401
M135,1.2109233891723923,-0.0018165508752156793
M470,1.2071639278134305,0.0018109111684571628
M395,1.2030174639729005,0.001804690904990526
M10,1.1886164522973028,-0.001783087415787813
M18,1.1859518938233824,-0.0017790902132635705
M463,1.185497391938711,0.0017784083982092338
M447,1.185338131660113,-0.0017781694859864941
M420,1.1828075942923215,-0.0017743733334707101
M49,1.1773496603433624,-0.0017661856852837952
M311,1.177262601177679,0.0017660550846157173
M520,1.1750425744717579,-0.0017627247406057631
M555,1.1711083655671979,0.0017568228886035943
M120,1.167150691078147,-0.00175088583501194
M313,1.1621485168428272,0.0017433818887950274
M516,1.1618091997342066,-0.0017428728666750882
M220,1.1583634345242122,-0.001737703747089182
M650,1.1576229251141945,0.0017365928815886052
M8,1.1568339677532338,-0.001735409337528448
M401,1.156600406979548,0.0017350589643903539
M622,1.1543216930455378,0.0017316405815032074
M70,1.1515914344430411,-0.0017275448197908827
M574,1.1400945287098143,-0.0017102978871123093
M398,1.137935398468137,0.0017070588961362553
M126,1.135530479216537,-0.0017034511879935438
M191,1.133499621005296,-0.0017004046226252836
M510,1.1331349941400126,-0.0016998576324051091
M512,1.1327049033229655,-0.0016992124372944067
M254,1.1316679228831523,0.001697656824658325
M465,1.1310193496600833,0.0016966838760254534
M392,1.1308172796660383,0.0016963807433683262
M236,1.1302892230743953,-0.0016955885861829171
M469,1.1301857427618482,0.0016954333515462707
M248,1.1275260441796011,-0.0016914434395249214
M326,1.1172814161969167,0.0016760750949255806
M412,1.1159793903569444,-0.0016741218779010325
M133,1.1044623394034072,-0.0016568447246338453
M534,1.102517418047607,-0.0016539270763146405
M116,1.0981261477371773,-0.0016473395696259049
M396,1.096981592516865,0.0016456225800906615
M536,1.0903947673513945,-0.001635741440518814
M17,1.084422562576357,-0.00162678231568229
M186,1.0809517415541106,-0.0016215756089475331
M65,1.0803643755201222,-0.001620694479478357
M460,1.074061390300499,0.0016112391386867294
M247,1.0674330092364277,-0.001601295659577427
M454,1.0623202827401295,0.0015936258698329773
M501,1.0615992276271073,-0.0015925441884414434
M405,1.0613443167826753,0.001592161787274124
M95,1.0607880323145968,-0.0015913272844092924
M554,1.0570651516644238,0.0015857424537223418
M261,1.055362082813316,-0.0015831876172729882
M156,1.0552413455096543,-0.0015830064947869582
M134,1.0545359558510865,-0.0015819483137219166
M85,1.0470604220114113,-0.0015707339894627686
M416,1.0468186830637976,0.0015703713479440825
M630,1.043571712648441,-0.0015655004477677743
M68,1.040093889182039,-0.0015602832364080559
M552,1.039021400706266,-0.0015586743568565139
M511,1.0366970037161602,-0.0015551874431306084
M330,1.03160821388549,0.0015475535616618471
M458,1.0258044508038415,-0.001538847122427307
M553,1.0200425911316675,-0.00153020354404411
M128,1.0198904489098324,-0.0015299753098810705
M423,1.0155076069727884,0.0015234004469063703
M84,1.011590608289426,-0.001517524412592305
M509,1.0106073584951307,-0.0015160494032809373
M500,0.9997719988793141,-0.0014997948803529085
M19,0.9880174673254741,-0.001482161473671028
M603,0.9865057883060495,0.001479893748173003
M20,0.986222035715637,-0.0014794680804378953
M339,0.9839164758867124,0.0014760094250328177
M96,0.9822400877559302,-0.0014734946133168974
M303,0.9794639468254189,0.0014693300218306523
M485,0.9769595571821251,0.001465573094481585
M9,0.9755639112185083,-0.0014634794344537347
M104,0.9702139417925357,-0.001455453747833072
M428,0.9677206473581111,-0.0014517134648163905
M631,0.9663695782757075,-0.001449686676213526
M540,0.957560556271045,0.0014364719371346972
M76,0.9570953919142942,-0.0014357741269124076
M333,0.9545491362909639,-0.001431954394861279
M407,0.948704049653778,0.0014231859646356892
M6,0.9482897467779267,-0.0014225644535983593
M489,0.9448854674357342,-0.001417457568494121
M486,0.9440344033308125,-0.0014161808558147855
M335,0.9411249640722845,-0.0014118162985862083
M615,0.9389557356760379,0.001408562158995728
M576,0.9368851416043986,-0.0014054559843965037
M607,0.9352586958190707,0.0014030160930365333
M62,0.9343411958683103,-0.0014016397174924928
M494,0.9313660759485715,-0.0013971766302795462
M696,0.9308475515082651,0.00139639877262622
M31,0.9279739782901749,-0.0013920880193688358
M436,0.9260041662596094,-0.0013891330316296191
M110,0.9234588496921107,-0.0013853147082908072
M417,0.9200392719490155,0.001380184873490661
M228,0.9191837866116859,0.0013789015283573883
M240,0.9184636684620279,-0.0013778212525391849
M77,0.9167332348736756,-0.0013752253652373693
M54,0.9158965646843042,-0.0013739702454020764
M121,0.9145261971425352,-0.001371914506467949
M446,0.9114345297877698,-0.0013672765821455748
M362,0.9099500901383466,0.0013650497194319833
M492,0.906235047260541,-0.001359476646476679
M3,0.9056137908861611,-0.00135854467685688
M617,0.9009835234123242,0.0013515986417011547
M173,0.9005870769165615,-0.001351003917678732
M479,0.8944428956009458,-0.001341786804485474
M109,0.8928931108478136,-0.0013394619151697088
M525,0.8917746646393421,0.001337784092726895
M131,0.888959298385882,-0.0013335606578857605
M154,0.8813764246729089,0.001322185309120414
M699,0.8798635261422202,0.0013199157541885257
M7,0.8759711032158497,-0.0013140765868746955
M380,0.8752203127626762,0.0013129502984017747
M112,0.872783534811058,-0.0013092947978471574
M523,0.8702659186128848,-0.0013055180288548815
M86,0.8684374905211646,-0.001302775136381267
M625,0.8630852324884807,0.0012947460165371983
M149,0.8618922854555385,-0.0012929564326575283
M497,0.8597830642190673,-0.0012897923120224872
M619,0.8572482501193048,0.0012859897438232055
M677,0.8565041439876514,0.0012848734827477363
M174,0.8550873593574775,-0.001282748111825887
M210,0.850179592448911,-0.001275385789524718
M363,0.8479628340470088,0.0012720603484182667
M291,0.843233563924945,-0.001264965795735427
M4,0.8397776910316922,-0.0012597815132407567
M111,0.8352946000078704,-0.0012530562629104608
M211,0.8351270517637637,-0.0012528049176047259
M478,0.83501065637236,-0.0012526303085815494
M223,0.8341540952468137,0.0012513453496186626
M28,0.8281413483430985,-0.001242325406038367
M582,0.8281050582161577,0.0012422709658793574
M387,0.8279394074463692,0.0012420224670448886
M11,0.8266883104359044,-0.0012401456502374333
M651,0.8246712959113123,0.001237119852294531
M212,0.8152688689443636,-0.0012230149245272713
M541,0.8146442824902788,0.001222077959331982
M325,0.8138203115357444,0.0012208418900876393
M575,0.8119110450849701,-0.001217977729007603
M184,0.8103054039331528,-0.0012155690474463278
M102,0.8023576167630275,-0.0012036462785337656
M69,0.8014649321513673,-0.0012023071293959236
M656,0.7981781633888516,0.0011973765262499555
M16,0.7950301442778768,-0.0011926540665779643
M432,0.7946845537166374,-0.0011921356334201787
M205,0.793601372818094,-0.0011905107137705454
M148,0.7848339787426478,-0.001177358422284957
M290,0.7842091853155041,-0.0011764211466017416
M439,0.7836289625508097,-0.0011755507330145163
M264,0.7812111622667574,-0.0011719237015595425
M322,0.7801839659987085,0.0011703827665206893
M244,0.7709123415729554,0.0011564740604738239
M473,0.7708688831686286,0.001156408866917302
M231,0.7679628895413398,-0.0011520494786073365
M453,0.7661642808764412,-0.0011493513193566295
M459,0.7653322630421333,0.0011481031786909025
M234,0.7649930448540019,-0.0011475943049652408
M499,0.7647168232452869,-0.0011471799347337695
M122,0.7633875234170994,-0.0011451858029927274
M108,0.7622085914256667,-0.0011434172435941684
M526,0.7601447433537039,-0.0011403211889180762
M56,0.7539771830345784,-0.001131069004018658
M408,0.7539133873182976,0.0011309733017097585
M596,0.7538710945423998,-0.0011309098567554702
M426,0.7528972861939736,0.0011294490109055642
M507,0.7508898079779099,0.0011264375187311018
M46,0.7508124982043392,-0.0011263215434860127
M227,0.7500973600351272,-0.0011252487383203035
M621,0.7496125593850259,0.001124521470969519
M295,0.7478638255886364,-0.0011218981308501067
M367,0.746987843895811,-0.0011205840383773681
M673,0.7428663541190085,0.001114401239425603
M217,0.7364277490513711,0.0011047424502937993
M292,0.7343618306215808,-0.001101643289797507
M13,0.733371696178953,-0.0011001579525710403
M626,0.7318805997535701,0.0010979211037821083
M521,0.7272303960234632,-0.0010909451615124402
M533,0.723401005925963,-0.0010852005520719452
M289,0.723296482879168,-0.0010850437531911626
M346,0.7211397564501377,-0.0010818083682631917
M193,0.7198319008118723,-0.0010798464057430275
M307,0.7172652009611139,-0.0010759960045516707
M50,0.7150309124716454,-0.0010726442659137686
M129,0.7147746778099057,-0.0010722598788392387
M274,0.7104059184235992,-0.0010657061416187313
M342,0.7090198262946188,0.001063626813650882
M450,0.7088234780918238,0.0010633322644640192
M391,0.7054236621138389,0.0010582320750171855
M27,0.7053763795688266,-0.0010581611447260603
M63,0.7030510364633512,-0.0010546728116975644
M288,0.7004954976371542,-0.0010508391535711424
M32,0.6979067431127334,0.0010469556673497148
M283,0.6946468212762313,-0.0010420653382684673
M171,0.6940594024369716,-0.0010411841295841547
M697,0.6933403956744753,0.001040105520998858
M170,0.6923428244828848,-0.001038609027630758
M257,0.6885056815722741,0.0010328527879091337
M71,0.6871418980769792,-0.0010308069259461609
M415,0.6850901919697117,0.0010277290858795069
M347,0.6846526899389357,0.0010270727729335182
M641,0.6841808081515192,0.0010263648856455242
